Code,Key,Industry,YICounts,Year,Equity,Asset,PPE,NI_Ctd,OCF,S,AR,Asset_1,S_1,AR_1,S_2,EXP,PROD,BM
6150,61502017,M2325,99,2017,539522,1805373,128392,252911,243327,4542647,600117,1429784,2508880,394782,2486302,209438,4083270,0.217166371
6151,61512017,M2331,72,2017,962818,1890313,624042,116369,112205,1934609,650027,1733375,1865701,671973,1942310,194181,1627603,1.067669272
6152,61522017,M2327,84,2017,1957289,5960879,1105034,-198283,-323799,8158197,2346367,6859529,8850025,2371561,8224277,1078862,7277253,1.264274438
6153,61532017,M2328,188,2017,7501645,16777610,6062122,22600,1836720,12932865,4375912,15503325,13945080,4469473,15714551,1506379,11298057,0.41216989
6154,61542017,M2329,34,2017,1281481,1772727,319123,89143,111416,4428647,32710,1900006,4789728,34173,5176367,561028,3762157,1.244363141
6155,61552017,M2328,188,2017,1361351,2168583,364058,42957,39711,698467,216911,2079638,642745,204669,632332,112647,506966,0.442419491
6156,61562017,M2328,188,2017,1852568,3850940,671852,171694,212163,4566371,1540943,3510906,4269618,1505358,4084944,602901,3833550,1.6568072
6158,61582017,M2328,188,2017,2440109,3564198,613616,72923,236041,1643243,572760,3640904,1936260,709314,2232244,419835,1172684,0.937320865
6160,61602017,M2325,99,2017,819398,1176997,129290,-56567,-72138,1242223,261545,1218452,1304133,190140,1130751,540745,760023,0.569440067
6161,61612017,M2325,99,2017,1546649,1843247,457909,204330,107950,1325697,61935,1875757,1228601,54343,2744152,250911,933633,0.812691372
6163,61632017,M2327,84,2017,1467489,3775398,230680,116985,-59759,3915385,1109440,3735199,3826684,1246712,3119994,703836,3090115,1.121035886
6164,61642017,M2326,105,2017,1259912,2020291,672420,37384,190948,1239886,274160,2247497,1464505,383305,1667170,327685,862030,1.205657416
6165,61652017,M2336,12,2017,434515,451826,72265,-7853,5179,25356,8190,463773,105107,16753,148274,38604,24269,0.557065228
6166,61662017,M2325,99,2017,4625979,7799669,889272,390215,406175,10667894,1794094,8069962,9569741,1965649,9068123,3488484,6704114,0.451424752
6167,61672017,M2326,105,2017,1136118,1981967,709234,130909,278432,2133827,334967,1982245,2047174,386196,1923517,206580,1758266,0.903947457
6168,61682017,M2326,105,2017,2784281,3931926,473279,234494,396455,3013603,917498,3881543,2836405,848261,4257525,369884,2350531,0.933748165
6169,61692017,M3200,24,2017,286989,500261,165457,-56696,-131707,503337,105229,428455,241615,22308,180638,198876,360004,0.165476014
6170,61702017,M2327,84,2017,1467321,2777333,654881,-36418,-9478,3069536,346534,2600005,3356274,352159,3595902,443070,2658427,1.727937319
6171,61712017,M2500,82,2017,1075830,1499621,324,39618,417254,553794,2883,1691581,224573,132,432261,53315,463013,1.835140288
6173,61732017,M2328,188,2017,3308370,4428834,770524,362190,660682,3162697,748134,3993231,2680945,687752,2387704,330981,2384108,0.202406706
6174,61742017,M2328,188,2017,564966,773718,218615,25089,51889,557697,143790,740659,560912,143560,539069,116024,387779,0.664665882
6175,61752017,M2328,188,2017,2536816,3895757,1674244,369315,198901,2838297,921959,3548664,2272328,743354,1939099,187791,2359420,0.388102185
6176,61762017,M2326,105,2017,23333962,51390206,5378402,3054944,4567757,54400498,13495351,49482220,46236615,11508319,51830708,3102358,46533404,1.293571794
6177,61772017,M2500,82,2017,4647334,14708185,144894,1135994,-317366,5617170,57021,14353704,2456238,50666,4633035,594970,3782051,0.980803025
6179,61792017,M9900,86,2017,1422470,2234366,15414,127431,554573,2235424,79724,1573416,2373215,437843,1394382,123819,1931889,0.66612701
6180,61802017,M3200,24,2017,3135813,8531538,2794303,-36907,-92122,8474988,2249994,7910166,8409034,1445569,9680033,1646847,6910101,0.335613363
6182,61822017,M2324,138,2017,9839052,16008604,6266890,456332,1819551,6376511,1717315,12978936,5400691,1490663,5368088,897094,4847238,0.415810669
6183,61832017,M2330,31,2017,2105171,2691651,610967,254416,288358,1404434,360238,2609592,1248013,303468,1313554,315860,795648,0.537719285
6184,61842017,M9900,86,2017,4901914,9084462,2758689,359908,1097238,1873164,182110,9078516,1645382,140032,1671576,355955,1051937,1.233750672
6185,61852017,M2328,188,2017,2263176,2884554,185968,184562,792168,1299746,408649,2880674,1284309,436403,1470553,210579,826746,1.333471215
6186,61862017,M2500,82,2017,1276443,4740853,2382,5754,-154745,1129875,72799,4489074,2270670,32283,1727685,156828,999814,1.926643483
6187,61872017,M2331,72,2017,1861819,2535336,422161,303196,173155,1866853,649680,2519137,2112459,484134,1507082,442064,1020095,0.452160956
6188,61882017,M2325,99,2017,8007096,20732276,1296996,288321,634816,7506267,1610331,16886077,7623497,2132188,10654965,919176,6087379,1.343547733
6189,61892017,M2329,34,2017,3880192,8289467,431983,401954,341396,18484111,3261219,7929299,18817347,2993107,17672243,939517,16947514,1.199313897
6190,61902017,M2327,84,2017,1805830,4068940,760710,151171,-65631,4345250,1147999,3542430,3946331,1008489,3993166,379331,3771231,1.081991385
6191,61912017,M2328,188,2017,11634527,26053015,5886717,423232,1430682,20642738,6846539,25143292,22486726,6547431,23267221,1834636,18094923,1.749406587
6192,61922017,M2331,72,2017,4281643,6685955,1058788,506670,666172,4631928,1208985,6439508,4817430,1241347,5330535,756713,3197009,0.779674724
6194,61942017,M2328,188,2017,1921708,2170458,301971,-44036,-84134,883048,359865,2296884,538429,241939,304937,70259,852365,1.215455454
6195,61952017,M3800,20,2017,979142,1584222,772661,218776,226903,1805336,92644,1663369,1637952,85177,1586690,750312,800982,0.607118489
6196,61962017,M2331,72,2017,5144002,16071143,1864277,648829,1254809,20211994,4066222,14082782,18650941,4232544,18031624,1500638,17910657,0.507412805
6197,61972017,M2328,188,2017,3248756,4492699,455167,281977,320976,4135171,1171376,4991879,4950966,1425060,5130925,429281,3400462,1.338366
6198,61982017,M2324,138,2017,85141,120968,1045,-29078,2956,51270,3479,123634,51181,4179,74146,60296,21342,0.104691943
6199,61992017,M9900,86,2017,730028,785741,4711,35259,-30942,111893,37181,764491,64779,21906,74654,40905,36463,0.494577471
6201,62012017,M2331,72,2017,2378183,3285852,641124,205136,88201,3049510,622279,3478556,3480684,584712,3135818,394586,2454293,1.275657627
6202,62022017,M2324,138,2017,4098846,5364270,414729,935987,699271,4614917,870571,5134767,4157788,727559,3967840,1218775,2425457,0.357808781
6203,62032017,M2328,188,2017,1437961,2258772,205362,104714,113503,1734896,321583,2108995,1684004,298736,1746400,300854,1241123,0.626003437
6204,62042017,M2328,188,2017,892293,1096201,234886,55097,88205,617574,95078,1087822,615127,99413,599030,107963,439823,1.268958514
6205,62052017,M2328,188,2017,1702288,2320290,288213,134768,237737,1755808,417588,2393482,2034970,575463,2167188,350817,1219487,1.100087071
6206,62062017,M2325,99,2017,4554410,6050863,1207027,731420,703966,6565317,1391562,6201367,5633782,1126040,5213056,1010025,4621114,0.574841294
6207,62072017,M2328,188,2017,1474657,3645908,284559,228105,381856,2287415,811055,3542064,2004536,1026787,1995668,320588,1642410,0.494366738
6208,62082017,M2328,188,2017,1740372,2371988,596329,180766,51790,1690999,383831,2074619,1316012,232341,1278020,323266,1143055,0.856753443
6209,62092017,M2326,105,2017,3494164,5073290,2111271,-141098,312245,3655354,730668,5687784,4003731,849762,4178734,439774,3442936,0.651258196
6210,62102017,M2328,188,2017,832589,1091631,321956,145952,415105,846107,196554,999048,814855,206123,985853,118029,530937,0.880165911
6212,62122017,M2500,82,2017,1657811,3736593,1109,170233,-522503,1611904,187078,2836760,2438673,14960,3507028,96381,1328755,0.385143342
6213,62132017,M2328,188,2017,7285834,18039742,2715573,1244702,989728,21214333,8283189,18014924,19681638,7552744,19077278,1347236,18114656,0.452305241
6214,62142017,M2330,31,2017,12322156,19364170,1940525,1173118,219643,16874279,3282035,19082628,16210380,3372494,16313088,3994602,12340551,1.007720778
6215,62152017,M2331,72,2017,1147004,2089651,486631,52268,-94437,1616022,487529,1880504,1596850,477705,1741484,348633,1195042,0.866982387
6216,62162017,M2327,84,2017,1424184,1647674,232074,193444,99254,981496,137586,1749381,1142568,133550,1090150,253366,472547,0.864006972
6217,62172017,M2328,188,2017,1516286,2080545,277116,140821,349760,1892314,693210,2016120,1883553,748114,1770017,501835,1186695,1.071244341
6218,62182017,M2327,84,2017,1022850,1460678,299323,72790,388002,1267907,151569,1601396,1211191,176865,1049319,359390,813871,1.099991124
6219,62192017,M2500,82,2017,1841721,7576224,18731,128784,-301488,1718835,487395,6904341,1293970,141230,1216833,277958,1224543,0.895729205
6220,62202017,M2328,188,2017,2418849,7967147,1189137,410566,-365365,11817773,2408262,7285337,7380371,2360900,6732341,2251909,8923644,0.764871322
6221,62212017,M2330,31,2017,740280,1899326,134607,67929,-48205,2210069,447219,1911217,1920552,386453,2272872,381772,1719115,1.751852593
6222,62222017,M2326,105,2017,144095,237612,71284,7356,-18188,48244,2433,318186,167246,20485,97657,27952,46010,0.159399584
6223,62232017,M2324,138,2017,3784901,7707679,3294748,149267,-226113,4448454,955375,7264994,4961755,828634,4013170,1580508,2688543,0.939692179
6224,62242017,M2328,188,2017,2030957,2420458,709609,324892,368391,1530374,453299,2585318,1655761,451052,1673936,351370,789674,0.476291329
6225,62252017,M2326,105,2017,4516,18577,391,-13243,-13913,2146,115,23955,19241,757,82782,11027,9300,0.001547771
6226,62262017,M2326,105,2017,1274866,2613144,537851,18447,159732,1077537,331962,2325099,976967,368497,1095921,291338,759329,1.182653095
6227,62272017,M2329,34,2017,1490109,3326094,3605,157243,484081,6234358,1669820,4218370,8057301,1643427,5607811,366501,5687324,1.270463712
6228,62282017,M2325,99,2017,210160,417784,249158,-33578,-13885,115569,7571,404073,94865,7428,102675,62443,79427,0.418378723
6229,62292017,M2324,138,2017,461664,809330,30217,26429,69628,1741784,136178,689644,1242129,60113,948987,176086,1548494,1.112411207
6230,62302017,M2325,99,2017,3598655,6489416,1362019,500265,612711,7067221,2091185,6730180,7296933,2208969,6043808,696186,5604055,0.529386458
6231,62312017,M2330,31,2017,633684,849466,5441,37249,75469,786648,66235,874606,719818,82539,830114,593190,137304,0.517299564
6233,62332017,M2324,138,2017,891017,1005456,105606,-59193,-43707,421810,74716,1041148,473471,94404,442690,263496,217864,1.020855532
6234,62342017,M2326,105,2017,2242758,2815774,750317,31498,80261,818575,335879,2828067,776855,355217,1143971,67008,714141,1.678317929
6235,62352017,M2325,99,2017,2183544,3977035,545314,82749,85596,3107680,1228016,3549225,2273579,896311,1752306,397747,2486433,0.883528795
6236,62362017,M9900,86,2017,148741,287968,69329,-54593,-20610,171193,9576,283679,126489,3940,144097,193237,33651,0.205194926
6237,62372017,M2324,138,2017,1578704,1700126,262532,181821,-38470,367776,63966,1745765,399856,66464,364604,272334,165035,0.735464967
6239,62392017,M2324,138,2017,49683429,99658428,58663021,7291275,17677440,59632083,12412484,80207546,48343542,11255675,42523512,3624488,46933571,1.013130571
6240,62402017,M9900,86,2017,268806,842567,4591,-36613,-12428,177627,46269,851884,190857,41037,229807,51974,167957,0.16890611
6241,62412017,M2327,84,2017,185081,221859,4990,-39006,7634,126254,22102,252972,163235,36778,135680,49002,109320,0.704307517
6242,62422017,M1722,102,2017,445681,596061,342140,133737,110615,495942,4685,554768,450608,3699,455809,253216,157849,0.540687334
6243,62432017,M2324,138,2017,625094,879070,16138,-110050,-172407,496929,166909,888293,516275,187527,473056,218665,373027,0.274971748
6244,62442017,M2326,105,2017,11419598,30435847,7932199,-3038909,33988,23188614,7771720,30790055,28962892,6603413,24754155,1755588,23796838,0.94192305
6245,62452017,M2327,84,2017,2916912,5181080,1078987,393927,350792,6434499,1103204,4819981,6120048,1111804,5439499,1302073,4634471,0.907924779
6246,62462017,M2326,105,2017,369643,951139,113748,25663,-76959,1028630,547409,865881,891375,416227,849313,144230,848860,0.764627277
6248,62482017,M2000,45,2017,344299,693078,10768,25633,33114,1660395,365019,725554,1749925,386013,1336182,52153,1584185,0.960966719
6257,62572017,M2324,138,2017,10325242,18660029,8294962,1192626,2796425,6831740,2658130,13453961,5795609,1575527,5054517,735527,4956763,1.109046911
6259,62592017,M2328,188,2017,138611,267452,10003,-59117,-4354,286954,91157,353848,449112,120691,1150491,81948,232237,0.058975801
6261,62612017,M2324,138,2017,6125545,7803353,2614998,486222,941669,3670383,1153797,7786950,3615951,1069128,3715418,527467,2673136,1.284222868
6263,62632017,M2327,84,2017,1268688,1534165,10968,306386,266805,1361090,82786,1492928,1279531,68172,1265463,176061,838442,0.473825472
6264,62642017,M2500,82,2017,1083724,2628907,996631,5206,40012,427606,218810,2550736,335054,51021,235486,117049,269524,1.373738111
6265,62652017,M2329,34,2017,1460900,2034429,143855,-37820,513831,4235768,819297,2587895,8195568,1496851,8691083,164257,4077216,1.663861181
6266,62662017,M2328,188,2017,1432804,2152537,445108,120139,62498,2361881,355080,2068452,2223205,230993,2195627,157048,2038567,1.872370988
6269,62692017,M2328,188,2017,17860408,30726233,6196860,3056836,3098076,25846403,8113608,23516565,19096283,4282276,18100327,1700962,20184575,0.789297283
6270,62702017,M2329,34,2017,1266975,1749823,83909,24062,-40231,2703463,415316,1694097,2359442,353607,2238070,217568,2479241,1.919263897
6271,62712017,M2324,138,2017,10413938,12964187,4400965,973889,3061245,7745602,1329596,15299211,8057845,1422981,7771904,735896,5847890,0.680476848
6274,62742017,M2328,188,2017,7015853,12549045,2676129,1001515,-254158,16103211,5861730,11698617,13422547,4685944,12903108,1996497,12765502,0.346509636
6275,62752017,M2328,188,2017,870702,1935983,421372,59930,130451,2419842,559594,2107146,2293403,589300,2026677,429705,1907006,0.907565439
6276,62762017,M2325,99,2017,327634,561746,7868,-29891,123695,764517,125552,656106,1075811,247994,1262535,109779,659060,0.512266157
6277,62772017,M2325,99,2017,3718998,5952247,2024879,738194,821330,4947321,712678,5750670,4935747,610192,4887879,2038477,2022661,0.546504151
6278,62782017,M2326,105,2017,11025968,26179125,5739255,758114,1713450,26330034,9112922,29701040,30046297,12246862,30145169,1670504,24217141,1.791925324
6279,62792017,M2328,188,2017,4541752,6974841,2409957,971866,792484,4076623,2015591,5933128,3982466,2013607,3396076,598561,2247756,0.452236534
6281,62812017,M2329,34,2017,2382855,4809251,229597,452916,297543,16372659,112832,5086169,16812380,90592,16501728,2687349,13160805,0.496738793
6282,62822017,M2328,188,2017,8049841,15296269,3349285,357807,230265,17801690,4843596,15678897,19749532,5150056,20836093,2456019,14933712,1.082901801
6283,62832017,M2331,72,2017,1358164,1539945,201584,35002,64175,691300,162648,1694167,880780,202715,926288,153280,533943,0.191351074
6284,62842017,M2328,188,2017,2711358,5953712,1597852,85436,283802,3757860,1396196,5367626,3100030,1030528,3400975,660215,2907200,0.64829116
6285,62852017,M2327,84,2017,14221639,29932342,5620272,2063690,1701908,56889794,10082574,29771912,52779497,9814054,52183218,5063686,49264798,0.705506196
6287,62872017,M2324,138,2017,268684,1712982,465157,-92723,50552,1294123,373298,1497729,1165338,410894,870168,61735,1292147,0.046918361
6288,62882017,M2200,29,2017,1736728,3724009,1000113,70546,-29301,2635786,726343,2985704,2471324,612551,2564805,404737,2154102,0.525418969
6290,62902017,M2328,188,2017,3684497,6091276,948422,226943,165109,6307551,2133108,5574448,6754571,2204103,7370129,636854,5487685,0.89062594
6291,62912017,M2324,138,2017,10007,173776,10039,-37040,-25404,193678,21679,193547,232609,31521,243909,101684,125297,0.017715926
6292,62922017,M2328,188,2017,931162,1623650,158573,120846,165803,1402644,298115,1641806,1452801,317630,1395073,263968,982656,1.052134452
6294,62942017,M3200,24,2017,504699,1035049,32699,217946,258474,783112,7982,952381,763672,5470,685931,134685,432115,0.336395805
6404,64042017,M2330,31,2017,666771,768550,382,-437115,-48708,310336,86002,1257348,602105,383837,942002,351636,329768,0.516169184
6405,64052017,M2326,105,2017,1901578,2840624,1743722,20881,92608,859694,294701,2875270,852853,262936,1247505,107005,680297,1.809603112
6409,64092017,M2331,72,2017,4178761,7237174,1295195,1363644,1741355,9862230,1791008,7079235,8120220,1522945,8039323,866051,7167582,0.13044815
6411,64112017,M2324,138,2017,2014741,2906424,518396,430978,495080,2736655,583582,2403912,2439083,453485,2096908,515898,1656545,0.421053883
6412,64122017,M2328,188,2017,7546481,20409651,2377050,1562238,2466208,27874928,7585442,19463435,27419463,8669917,26518732,3156749,23084538,0.547148818
6414,64142017,M2325,99,2017,20506534,50526631,2200551,1815943,3146053,34904064,11035127,15546766,14471649,3837618,11056658,5985329,27175483,0.805863551
6415,64152017,M2324,138,2017,10570406,12091458,698094,1808017,2114572,8599237,583440,10828075,7138903,582472,4700981,2250667,4494632,0.676588397
6416,64162017,M2327,84,2017,1430526,2607452,40628,338988,162980,4036345,872770,2312173,3665136,681868,3544066,374000,3269158,0.204109533
6417,64172017,M2327,84,2017,705650,1086407,476739,47275,107349,889974,145018,934377,949450,160840,968607,169145,658369,0.600419311
6419,64192017,M2326,105,2017,427505,509721,5740,-18789,-98884,263077,22594,440891,331684,24779,421724,198066,84552,0.65011046
6426,64262017,M2327,84,2017,782475,1052817,241782,77651,170944,551889,92500,770803,522578,132144,523465,159609,295072,0.529986138
6431,64312017,M1722,102,2017,424926,475196,7404,-158815,-48152,106562,45903,666345,210702,82945,416827,39191,215163,0.750183213
6432,64322017,M2328,188,2017,408913,844225,101949,8905,31224,846125,293971,847455,956751,344565,979686,186073,627962,0.537702914
6435,64352017,M2324,138,2017,690188,1098680,31570,156372,-29546,1918748,428323,982892,1531185,282122,1277445,170651,1568965,0.181647544
6438,64382017,M2331,72,2017,1458752,3537524,198587,305138,-208346,3281439,1515923,2393439,2135307,863645,2382054,541477,2361511,0.527990039
6441,64412017,M2325,99,2017,820390,1039331,25273,152272,34518,1409023,207350,802003,1092438,163885,861771,217662,1005394,0.62509532
6442,64422017,M2327,84,2017,2085391,3020009,404757,47008,336605,2899950,538346,3307252,4350570,933830,4312879,436874,2391878,1.05852038
6443,64432017,M2326,105,2017,4314854,10270199,7215628,-940541,29974,6635957,353479,9296459,7754501,212682,7135177,424116,6818314,0.731492815
6446,64462017,M1722,102,2017,3457485,3669176,245322,-872308,-790478,4035,485,4498534,5473,964,11589,893772,-262,0.08182535
6449,64492017,M2328,188,2017,1480866,2921204,866634,189100,281235,1941720,860986,2551366,1653022,762724,1452184,219733,1403874,0.345110002
6451,64512017,M2324,138,2017,5417003,8785932,811869,107540,163059,3148644,597486,8295552,4132887,544473,5912035,359508,2546451,0.382943031
6456,64562017,M2326,105,2017,24517052,68678775,19922915,6954330,11198814,130816160,21915268,42057109,79361173,14638840,93678500,5779370,115738181,0.451819968
6457,64572017,M2324,138,2017,487602,601529,38977,46294,60977,613901,109760,587449,565762,94927,550264,194202,358506,0.751480639
6461,64612017,M1722,102,2017,1355228,2242709,1643842,-239314,-145290,16608,3710,2097494,11654,4383,9767,256296,7060,0.537938316
6462,64622017,M2324,138,2017,2264082,3627668,33758,593191,592793,4731908,729289,2493058,1673268,407697,534447,1045532,2909733,0.3111625
6464,64642017,M9900,86,2017,6650495,9170648,1771824,636260,1288968,2943179,216114,9739910,2980159,162990,3031742,607215,1562941,0.621461206
6465,64652017,M2327,84,2017,372512,590902,218730,36427,4637,244646,7671,432782,271717,6353,297440,114134,118061,0.179494641
6469,64692017,M1722,102,2017,806653,1537115,281558,102358,156851,3623734,276086,1279907,2802016,274683,2159857,811715,2703732,0.955101923
6470,64702017,M2327,84,2017,593877,1142692,58995,70203,226891,1594120,343563,1345240,1872897,620269,1870549,200004,1259646,0.720535864
6472,64722017,M1722,102,2017,632203,906152,413895,15345,19727,357823,129033,744676,283256,109478,237652,107408,231824,0.665672213
6477,64772017,M2326,105,2017,1371216,4146774,477375,74797,100018,1272930,427717,3845381,897574,262970,1304521,75392,1046648,0.903284491
6482,64822017,M3200,24,2017,338667,423540,71228,1671,-49875,343956,43919,470789,391211,58515,252275,327398,973,0.9660276
6485,64852017,M2324,138,2017,828689,1063489,94660,-81064,-156274,715375,195128,1191566,1055140,67058,1104986,379504,416037,0.603699526
6486,64862017,M2327,84,2017,1044629,1880831,254784,166665,324050,1795556,241897,1992196,1906879,351943,2157242,482305,1111131,0.601777331
6488,64882017,M2324,138,2017,34054406,70232337,28202304,5278207,16276374,46212601,7869432,60560237,18426950,7642237,15310462,4394224,34404835,0.194678666
6494,64942017,M2324,138,2017,483063,673254,67239,104006,221011,1007710,151899,619821,893536,126678,746905,278741,598867,0.612790194
6496,64962017,M1722,102,2017,1339818,1679184,149606,279683,349467,1715539,345205,1530541,1535099,344757,1238087,342007,1047752,0.740334725
6499,64992017,M1722,102,2017,1532827,1638236,185198,-272540,-310762,164767,36602,1794940,29296,19117,0,319315,118963,0.33819178
6504,65042017,M9900,86,2017,2873348,6753838,2160933,541377,766949,6433820,1390808,5385356,6090390,1322201,5922201,498143,5203169,0.278775771
6505,65052017,M9700,12,2017,344146484,431540726,107858298,80175421,79799242,624107892,56515225,452363649,546161413,49633681,629513853,10964886,521485633,0.355163422
6506,65062017,M1400,48,2017,1208539,2087875,1006888,123212,120429,2151773,518302,2121527,2031302,461830,1964818,203834,1789443,1.135214881
6508,65082017,M3300,2,2017,2062977,2952568,704144,136578,216898,2072751,472257,2918099,2299281,558237,2323930,277478,1574395,1.319563234
6509,65092017,M1721,36,2017,2669910,4997598,2323336,71210,322711,3185747,838436,5138926,3058434,815205,3137474,509902,2514330,0.910966838
6510,65102017,M2324,138,2017,5762663,6662739,2093060,736370,1051989,3109675,451168,3987855,2595197,399432,1725149,825862,1387290,0.246708057
6512,65122017,M2331,72,2017,466434,564293,98186,12904,11784,421764,80581,587016,544546,53291,579450,82913,315231,1.007416847
6514,65142017,M2327,84,2017,529465,676886,127838,43594,57987,449999,106180,673926,473849,121619,560596,62664,329887,1.134494115
6523,65232017,M1722,102,2017,1871640,2041192,35281,127255,93828,936922,151046,2244170,1150595,220262,865214,446809,347034,0.730529882
6525,65252017,M2324,138,2017,3034012,3977791,983268,627189,801771,3094368,674036,3855631,2956016,645698,2731579,241643,2035509,0.548660382
6530,65302017,M2327,84,2017,416237,491615,3182,27341,39340,356338,66307,501144,388654,67918,374181,67095,252048,1.071395109
6531,65312017,M2324,138,2017,2597342,3243753,68341,236389,456004,4236815,598575,3854110,3161932,1090771,2602510,606507,3197799,0.979901006
6532,65322017,M2324,138,2017,474208,597267,125034,57961,71491,365130,68672,522907,293215,72708,321390,50927,236453,0.513837257
6533,65332017,M2324,138,2017,1154334,1184443,3209,21533,42068,289377,45458,835220,208635,65020,218923,261545,940,0.242287262
6535,65352017,M1722,102,2017,691690,808815,14592,-212841,-68411,35259,600,918273,12464,0,9524,220581,10212,0.178635115
6538,65382017,M2328,188,2017,1233102,1691623,444044,-27496,102611,897756,414106,1732893,1258772,476845,1404183,296054,602908,1.922363516
6542,65422017,M3200,24,2017,831700,1264152,5050,-97480,49844,2175813,191863,1569761,2749083,265356,1840840,749504,1428410,0.569384008
6548,65482017,M2324,138,2017,5130220,9099936,2318304,820141,1020468,7505222,1824566,2332953,1667978,523408,378404,607359,6061135,10.93793737
6552,65522017,M2324,138,2017,1709198,2005256,769895,4414,297537,1322928,162285,1780885,1667761,238470,1588245,114558,1189312,0.277692608
6556,65562017,M2326,105,2017,862481,1885089,914585,35369,-98022,1187504,216722,1968052,1320656,276065,1508630,315753,853820,1.546357687
6560,65602017,M2326,105,2017,282927,360730,2145,-11975,-25161,165553,21673,332324,243590,22061,248716,66066,92516,0.443209008
6561,65612017,M2327,84,2017,1192191,1601629,405189,386274,578071,2126329,194156,1434639,1980472,204632,1739825,289549,1379028,0.112554581
6568,65682017,M2324,138,2017,1184367,1437432,214292,238384,245979,1110761,97590,1340896,1123007,78802,778134,186927,605870,0.540809156
6569,65692017,M1722,102,2017,870300,1127956,21021,115911,115814,1296343,198967,1188917,1127226,208892,936527,274630,861442,0.570938116
6570,65702017,M2325,99,2017,430952,653232,197783,30767,6816,567824,61737,462242,560692,47413,550442,161791,365042,0.813682414
6574,65742017,M1722,102,2017,653664,838011,23735,150496,171543,1005225,187658,544367,818992,162746,571817,681542,138785,0.335275339
6576,65762017,M1722,102,2017,603661,703096,29609,-443486,-483098,23725,0,658093,0,0,0,457898,8814,0.137171859
6577,65772017,M2325,99,2017,1002316,1470826,73983,150699,-2508,1837023,372989,1013692,1672899,231420,1651617,270837,1372541,0.586543875
6579,65792017,M2325,99,2017,4631910,5816026,645810,619145,482939,5411540,731668,4865818,5766362,844568,4498031,1228679,3724548,0.664062836
6581,65812017,M2335,17,2017,2294722,3194995,2134701,763925,993139,1906571,118747,2304122,1523822,112667,1402026,159473,767582,0.272649898
6582,65822017,M2100,11,2017,3123764,3527751,1509599,345096,293955,2973412,375036,3012548,3047677,310148,3549149,246846,2294590,0.866902189
6591,65912017,M2325,99,2017,888521,1455163,198393,86422,28016,1291947,623371,1006809,1173895,535282,841107,181325,946326,0.602759166
6593,65932017,M2330,31,2017,483962,854039,519657,42490,116415,784421,57892,848613,740299,62715,676495,115610,609662,0.985844805
6596,65962017,M3200,24,2017,456459,724606,323643,85514,224167,871777,33938,703978,734911,28983,710818,193040,589836,0.49221338
6603,66032017,M1500,78,2017,2175665,4745148,1076023,193876,507307,3388833,1108926,4403199,2843933,1210483,2798034,710103,2451253,1.354147722
6605,66052017,M2200,29,2017,12677150,30246849,13852991,999326,2920859,16112554,3352487,27760379,15786767,3104707,15069146,2447898,11891979,1.163492873
6609,66092017,M1500,78,2017,1958812,3827843,748603,138405,-11900,2872487,1104837,3374144,2368743,807098,2800646,372144,2282397,0.826834176
6613,66132017,M2331,72,2017,1997636,5392570,92816,447475,674234,3342542,647737,3462759,2651372,793973,2623617,321542,2345098,0.977401797
6615,66152017,M1722,102,2017,299020,390229,74094,44989,65996,423942,73265,358079,383947,63556,344398,98680,272729,0.149329198
6625,66252017,M9900,86,2017,421153,739961,261910,41752,100510,1110545,249207,656452,790565,206695,616870,119621,926119,0.338617007
6803,68032017,M2335,17,2017,5230882,7057129,73244,959424,1200009,4479587,996006,7321227,4955565,949813,4078753,181840,3220330,0.601796496
7402,74022017,M2326,105,2017,303443,363713,8263,16039,-51911,512817,58199,410431,409361,73216,301011,129604,355129,0.414263351
8011,80112017,M2327,84,2017,3670104,6167589,1539188,-34465,-172806,2047008,362224,5813195,1847139,185300,1596605,299568,1707031,1.514440045
8016,80162017,M2324,138,2017,4998244,7030995,782145,891234,585051,9431062,1009582,7362468,10189747,925263,9266108,1660796,6916729,0.557582794
8021,80212017,M2331,72,2017,4658499,6289346,2142951,233439,720933,3283163,1334153,6296342,3282932,1308122,3505897,578468,2394728,1.821129637
8024,80242017,M2324,138,2017,676114,791144,150735,4779,20013,580012,92852,805273,608103,94157,597942,175028,389577,1.593706919
8027,80272017,M1500,78,2017,1148983,1957602,389425,-97896,-100252,1426441,567092,1732429,1391667,526222,1542420,443296,1066692,0.380004044
8032,80322017,M2329,34,2017,1464716,2456157,99755,115577,216297,4168151,1033781,2678516,4784790,1266986,4320160,371968,3613607,1.394716968
8033,80332017,M9900,86,2017,766510,1119590,102528,-77732,-34079,830805,122840,1025672,686452,78807,886665,345365,565957,0.566306329
8034,80342017,M2327,84,2017,512590,592102,4189,102449,-95670,269984,118575,507024,165529,77919,214776,100060,148352,0.787696088
8038,80382017,M2328,188,2017,655816,1112371,282998,-175518,-112278,17976,1897,1280131,174110,36563,72272,98673,36241,0.308774457
8039,80392017,M2328,188,2017,7239063,11733236,2876458,746545,424401,11192892,4776411,11797654,10283979,4340734,10267868,1145592,9058315,1.148129834
8040,80402017,M2324,138,2017,754112,945541,282497,3283,-16340,865574,69627,947093,848350,61896,734950,303748,604301,0.630857439
8042,80422017,M2328,188,2017,4018120,7018703,1339890,460247,301488,3538707,1599681,6408132,3527684,1599407,3229904,588830,2596479,0.650982054
